DATE,TIME OF DAY,NUMBER OF CRASHES,PERSONS INJURED,PERSONS KILLED,PEAK LOCATION,MAIN FACTOR,MAIN TYPE OF CAR
2015-06-22,EVENING,102,40,0,3 avenue                        ,unspecified,passenger vehicle
2015-06-22,MORNING,187,38,1,east 138 street                 ,unspecified,passenger vehicle
2015-06-22,SMALL HOURS,37,16,0,atlantic avenue                 ,unspecified,passenger vehicle
2015-06-23,AFTERNOON,218,48,0,atlantic avenue                 ,unspecified,passenger vehicle
2015-06-23,EVENING,71,21,0,flushing avenue                 ,unspecified,passenger vehicle
2015-06-23,MORNING,156,28,1,bushwick avenue                 ,unspecified,passenger vehicle
2015-06-23,SMALL HOURS,34,11,0,east 59 street                  ,unspecified,passenger vehicle
2015-06-24,AFTERNOON,252,57,0,flatbush avenue                 ,unspecified,passenger vehicle
2015-06-24,EVENING,107,26,0,8 avenue                        ,unspecified,passenger vehicle
2015-06-24,MORNING,173,31,0,west 42 street                  ,unspecified,passenger vehicle
2015-06-24,SMALL HOURS,30,4,0,east 10 street                  ,unspecified,passenger vehicle
2015-06-25,AFTERNOON,200,39,0,broadway                        ,unspecified,passenger vehicle
2015-06-25,EVENING,88,24,0,5 avenue                        ,unspecified,passenger vehicle
2015-06-25,MORNING,161,39,0,5 avenue                        ,unspecified,passenger vehicle
2015-06-25,SMALL HOURS,33,18,0,broadway                        ,unspecified,passenger vehicle
2015-06-26,AFTERNOON,249,71,0,broadway                        ,unspecified,passenger vehicle
2015-06-26,EVENING,115,35,0,utica avenue                    ,unspecified,passenger vehicle
2015-06-26,MORNING,161,34,0,2 avenue                        ,unspecified,passenger vehicle
2015-06-26,SMALL HOURS,48,10,0,bruckner boulevard              ,unspecified,passenger vehicle
2015-06-27,AFTERNOON,168,30,0,atlantic avenue                 ,unspecified,passenger vehicle
2015-06-27,EVENING,112,36,0,9 avenue                        ,unspecified,passenger vehicle
2015-06-27,MORNING,82,14,0,north conduit avenue            ,unspecified,passenger vehicle
2015-06-27,SMALL HOURS,64,19,1,atlantic avenue                 ,unspecified,passenger vehicle
2015-06-28,AFTERNOON,156,51,0,park avenue                     ,unspecified,passenger vehicle
2015-06-28,EVENING,79,24,1,empire boulevard                ,unspecified,passenger vehicle
2015-06-28,MORNING,67,10,0,3 avenue                        ,unspecified,passenger vehicle
2015-06-28,SMALL HOURS,95,34,1,atlantic avenue                 ,unspecified,passenger vehicle
2015-06-29,AFTERNOON,191,37,1,empire boulevard                ,unspecified,passenger vehicle
2015-06-29,EVENING,92,26,0,avenue u                        ,unspecified,passenger vehicle
2015-06-29,MORNING,159,26,0,west street                     ,unspecified,passenger vehicle
2015-06-29,SMALL HOURS,43,13,1,west 10 street                  ,unspecified,passenger vehicle
2015-06-30,AFTERNOON,189,43,0,northern boulevard              ,unspecified,passenger vehicle
2015-06-30,EVENING,98,28,0,metropolitan avenue             ,unspecified,passenger vehicle
2015-06-30,MORNING,140,31,0,east tremont avenue             ,unspecified,passenger vehicle
2015-06-30,SMALL HOURS,22,5,0,liberty avenue                  ,unspecified,passenger vehicle
2015-07-01,AFTERNOON,239,65,3,hylan boulevard                 ,unspecified,passenger vehicle
2015-07-01,EVENING,115,33,0,73 avenue                       ,unspecified,passenger vehicle
2015-07-01,MORNING,138,28,1,union turnpike                  ,unspecified,passenger vehicle
2015-07-01,SMALL HOURS,46,17,0,8 avenue                        ,unspecified,passenger vehicle
2015-07-02,AFTERNOON,179,27,0,broadway                        ,unspecified,passenger vehicle
2015-07-02,EVENING,95,34,1,northern boulevard              ,unspecified,passenger vehicle
2015-07-02,MORNING,118,26,0,northern boulevard              ,unspecified,passenger vehicle
2015-07-02,SMALL HOURS,34,6,0,atlantic avenue                 ,unspecified,passenger vehicle
2015-07-03,AFTERNOON,169,34,0,centre street                   ,unspecified,passenger vehicle
2015-07-03,EVENING,78,23,0,southern boulevard              ,unspecified,passenger vehicle
2015-07-03,MORNING,95,23,0,2 avenue                        ,unspecified,passenger vehicle
2015-07-03,SMALL HOURS,51,20,0,linden boulevard                ,unspecified,passenger vehicle
2015-07-04,AFTERNOON,100,22,0,queens boulevard                ,unspecified,passenger vehicle
2015-07-04,EVENING,87,21,0,northern boulevard              ,unspecified,passenger vehicle
2015-07-04,MORNING,49,17,0,troy avenue                     ,unspecified,passenger vehicle
2015-07-04,SMALL HOURS,61,35,0,white plains road               ,unspecified,passenger vehicle
2015-07-05,AFTERNOON,123,36,0,avenue u                        ,unspecified,passenger vehicle
2015-07-05,EVENING,79,18,0,canal street                    ,unspecified,passenger vehicle
2015-07-05,MORNING,51,15,0,atlantic avenue                 ,unspecified,passenger vehicle
2015-07-05,SMALL HOURS,77,23,0,atlantic avenue                 ,unspecified,passenger vehicle
2015-07-06,AFTERNOON,166,33,0,jamaica avenue                  ,unspecified,passenger vehicle
2015-07-06,EVENING,82,25,0,west 39 street                  ,unspecified,passenger vehicle
2015-07-06,MORNING,132,26,0,east 34 street                  ,unspecified,passenger vehicle
2015-07-06,SMALL HOURS,44,5,0,rockaway parkway                ,unspecified,passenger vehicle
2015-07-07,AFTERNOON,199,45,0,northern boulevard              ,unspecified,passenger vehicle
2015-07-07,EVENING,92,28,0,east 198 street                 ,unspecified,passenger vehicle
2015-07-07,MORNING,165,44,0,2 avenue                        ,unspecified,passenger vehicle
2015-07-07,SMALL HOURS,31,7,0,shell road                      ,unspecified,passenger vehicle
2015-07-08,AFTERNOON,226,43,0,east 42 street                  ,unspecified,passenger vehicle
2015-07-08,EVENING,79,22,0,jamaica avenue                  ,unspecified,passenger vehicle
2015-07-08,MORNING,141,26,0,west 40 street                  ,unspecified,passenger vehicle
2015-07-08,SMALL HOURS,31,10,0,flatbush avenue                 ,unspecified,passenger vehicle
2015-07-09,AFTERNOON,161,36,0,4 avenue                        ,unspecified,passenger vehicle
2015-07-09,EVENING,100,41,1,atlantic avenue                 ,unspecified,passenger vehicle
2015-07-09,MORNING,126,25,0,franklin avenue                 ,unspecified,passenger vehicle
2015-07-09,SMALL HOURS,27,8,0,marcy avenue                    ,unspecified,passenger vehicle
2015-07-10,AFTERNOON,213,69,0,broadway                        ,unspecified,passenger vehicle
2015-07-10,EVENING,122,28,0,atlantic avenue                 ,unspecified,passenger vehicle
2015-07-10,MORNING,150,24,0,57 street                       ,unspecified,passenger vehicle
2015-07-10,SMALL HOURS,32,15,0,morris park avenue              ,unspecified,passenger vehicle
2015-07-11,AFTERNOON,136,32,0,62 street                       ,unspecified,passenger vehicle
2015-07-11,EVENING,103,30,0,linden boulevard                ,unspecified,passenger vehicle
2015-07-11,MORNING,89,11,0,eastern parkway                 ,unspecified,passenger vehicle
2015-07-11,SMALL HOURS,74,17,0,atlantic avenue                 ,unspecified,passenger vehicle
2015-07-12,AFTERNOON,130,26,1,nostrand avenue                 ,unspecified,passenger vehicle
2015-07-12,EVENING,96,28,0,northern boulevard              ,unspecified,passenger vehicle
2015-07-12,MORNING,71,20,0,3 avenue                        ,unspecified,passenger vehicle
2015-07-12,SMALL HOURS,69,20,0,delancey street                 ,unspecified,passenger vehicle
2015-07-13,AFTERNOON,193,40,0,linden boulevard                ,unspecified,passenger vehicle
2015-07-13,EVENING,69,24,0,5 avenue                        ,unspecified,passenger vehicle
2015-07-13,MORNING,173,42,1,northern boulevard              ,unspecified,passenger vehicle
2015-07-13,SMALL HOURS,49,21,0,west 46 street                  ,unspecified,passenger vehicle
2015-07-14,AFTERNOON,232,51,0,2 avenue                        ,unspecified,passenger vehicle
2015-07-14,EVENING,82,27,0,west street                     ,unspecified,passenger vehicle
2015-07-14,MORNING,152,34,0,broadway                        ,unspecified,passenger vehicle
2015-07-14,SMALL HOURS,22,4,0,liberty avenue                  ,unspecified,passenger vehicle
2015-07-15,AFTERNOON,196,41,0,broadway                        ,unspecified,passenger vehicle
2015-07-15,EVENING,92,32,0,pitkin avenue                   ,unspecified,passenger vehicle
2015-07-15,MORNING,156,28,0,5 avenue                        ,unspecified,passenger vehicle
2015-07-15,SMALL HOURS,34,13,0,20 avenue                       ,unspecified,passenger vehicle
2015-07-16,AFTERNOON,220,45,0,broadway                        ,unspecified,passenger vehicle
2015-07-16,EVENING,73,13,0,11 avenue                       ,unspecified,passenger vehicle
2015-07-16,MORNING,147,54,0,fort hamilton parkway           ,unspecified,passenger vehicle
2015-07-16,SMALL HOURS,46,10,0,boston road                     ,unspecified,passenger vehicle
2015-07-17,AFTERNOON,193,39,0,broadway                        ,unspecified,passenger vehicle
2015-07-17,EVENING,93,22,0,east 149 street                 ,unspecified,passenger vehicle
2015-07-17,MORNING,132,29,0,broadway                        ,unspecified,passenger vehicle
2015-07-17,SMALL HOURS,52,12,0,4 avenue                        ,unspecified,passenger vehicle
2015-07-18,AFTERNOON,149,46,0,broadway                        ,unspecified,passenger vehicle
2015-07-18,EVENING,106,33,0,7 avenue                        ,unspecified,passenger vehicle
2015-07-18,MORNING,105,15,0,9 avenue                        ,unspecified,passenger vehicle
2015-07-18,SMALL HOURS,67,10,0,broadway                        ,unspecified,passenger vehicle
2015-07-19,AFTERNOON,167,39,1,atlantic avenue                 ,unspecified,passenger vehicle
2015-07-19,EVENING,86,24,0,cross bay boulevard             ,unspecified,passenger vehicle
2015-07-19,MORNING,69,21,0,3 avenue                        ,unspecified,passenger vehicle
2015-07-19,SMALL HOURS,75,21,0,jerome avenue                   ,unspecified,passenger vehicle
2015-07-20,AFTERNOON,244,61,0,atlantic avenue                 ,unspecified,passenger vehicle
2015-07-20,EVENING,80,21,0,eastern parkway                 ,unspecified,passenger vehicle
2015-07-20,MORNING,190,52,0,broadway                        ,unspecified,passenger vehicle
2015-07-20,SMALL HOURS,49,9,0,atlantic avenue                 ,unspecified,passenger vehicle
2015-07-21,AFTERNOON,186,36,0,flatbush avenue                 ,unspecified,passenger vehicle
2015-07-21,EVENING,87,24,0,classon avenue                  ,unspecified,passenger vehicle
2015-07-21,MORNING,166,28,0,fresh pond road                 ,unspecified,passenger vehicle
2015-07-21,SMALL HOURS,34,8,0,south 1 street                  ,unspecified,passenger vehicle
2015-07-22,AFTERNOON,222,59,1,atlantic avenue                 ,unspecified,passenger vehicle
2015-07-22,EVENING,87,27,0,5 avenue                        ,unspecified,passenger vehicle
2015-07-22,MORNING,135,13,0,atlantic avenue                 ,unspecified,passenger vehicle
2015-07-22,SMALL HOURS,20,6,0,grand avenue                    ,unspecified,passenger vehicle
2015-07-23,AFTERNOON,189,46,0,9 avenue                        ,unspecified,passenger vehicle
2015-07-23,EVENING,95,37,0,broadway                        ,unspecified,passenger vehicle
2015-07-23,MORNING,135,31,0,3 avenue                        ,unspecified,passenger vehicle
2015-07-23,SMALL HOURS,39,11,0,west 47 street                  ,unspecified,passenger vehicle
2015-07-24,AFTERNOON,136,42,0,9 avenue                        ,unspecified,passenger vehicle
2015-07-24,EVENING,58,17,0,sutter avenue                   ,unspecified,passenger vehicle
2015-07-24,MORNING,118,15,0,east 128 street                 ,unspecified,passenger vehicle
2015-07-24,SMALL HOURS,38,9,0,northern boulevard              ,unspecified,passenger vehicle
2015-07-25,AFTERNOON,141,54,0,broadway                        ,unspecified,passenger vehicle
2015-07-25,EVENING,96,16,0,boston road                     ,unspecified,passenger vehicle
2015-07-25,MORNING,53,10,0,new dorp lane                   ,unspecified,passenger vehicle
2015-07-25,SMALL HOURS,44,16,0,east tremont avenue             ,unspecified,passenger vehicle
2015-07-26,AFTERNOON,148,51,0,linden boulevard                ,unspecified,passenger vehicle
2015-07-26,EVENING,71,20,0,broadway                        ,unspecified,passenger vehicle
2015-07-26,MORNING,84,13,0,bedford avenue                  ,unspecified,passenger vehicle
2015-07-26,SMALL HOURS,88,40,0,delancey street                 ,unspecified,passenger vehicle
2015-07-27,AFTERNOON,200,38,0,amsterdam avenue                ,unspecified,passenger vehicle
2015-07-27,EVENING,80,29,0,ocean avenue                    ,unspecified,passenger vehicle
2015-07-27,MORNING,138,21,0,nostrand avenue                 ,unspecified,passenger vehicle
2015-07-27,SMALL HOURS,35,15,0,flatbush avenue                 ,unspecified,passenger vehicle
2015-07-28,AFTERNOON,219,61,1,flatbush avenue                 ,unspecified,passenger vehicle
2015-07-28,EVENING,78,12,0,east 53 street                  ,unspecified,passenger vehicle
2015-07-28,MORNING,149,30,0,broadway                        ,unspecified,passenger vehicle
2015-07-28,SMALL HOURS,34,7,0,hunterspoint avenue             ,unspecified,passenger vehicle
2015-07-29,AFTERNOON,195,49,0,broadway                        ,unspecified,passenger vehicle
2015-07-29,EVENING,103,37,1,west street                     ,unspecified,passenger vehicle
2015-07-29,MORNING,133,27,0,65 street                       ,unspecified,passenger vehicle
2015-07-29,SMALL HOURS,38,15,0,west 192 street                 ,unspecified,passenger vehicle
2015-07-30,AFTERNOON,225,44,0,3 avenue                        ,unspecified,passenger vehicle
2015-07-30,EVENING,101,32,0,nostrand avenue                 ,unspecified,passenger vehicle
2015-07-30,MORNING,155,31,0,nostrand avenue                 ,unspecified,passenger vehicle
2015-07-30,SMALL HOURS,38,8,0,27 street                       ,unspecified,passenger vehicle
2015-07-31,AFTERNOON,251,60,0,atlantic avenue                 ,unspecified,passenger vehicle
2015-07-31,EVENING,109,40,0,jerome avenue                   ,unspecified,passenger vehicle
2015-07-31,MORNING,145,26,0,bedford avenue                  ,unspecified,passenger vehicle
